canonical_smi,lambda_max_exp_nm,n_solvent_records,mw,LargestConjugatedSystemSize,y_pred,y_std,n_source_rows,wb97_vert1,wb97_vert2,wb97_vert3,wb97_vert4,wb97_vert5,wb97_osc1,wb97_osc2,wb97_osc3,wb97_osc4,wb97_osc5,tddft_nm__lowest_excitation_(S1),tddft_nm__lowest_bright_(f>=0.01),tddft_nm__brightest_in_1-4_eV,tddft_nm__brightest_overall,scaffold_unseen_vs_training
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,577.5,3,498.24400000000014,31,395.02955235527224,126.28757092238048,1,2.863,3.915,4.036,4.207,4.637,1.583097584,0.080465054,0.115931823,0.100260441,0.042797016,433.0569088368844,433.0569088368844,433.0569088368844,433.0569088368844,True
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,391.3,10,411.423,22,434.70324847491605,118.99280532064223,1,3.622,4.078,4.36,4.911,5.02,0.737650863,0.211607211,0.121931475,0.019748873,0.001055521,342.30864991717283,342.30864991717283,342.30864991717283,342.30864991717283,True
COc1ccc(C#Cc2cc(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c2C#Cc2ccc(OC)cc2)cc1,380.0,1,728.8440000000002,51,439.7970445143552,97.02657756091068,1,3.411,3.572,3.865,3.896,4.117,0.371996618,0.065883372,2.597615519,1.355993726,0.847908879,363.4834154206978,363.4834154206978,320.7870452781371,320.7870452781371,False
C1=Cc2ccc3ccccc3c2NB1c1ccccc1,360.0,1,255.129,13,393.295109846496,107.28019251468262,1,4.15,4.47,4.959,5.222,5.568,0.164225652,0.048547046,0.984845149,0.023768929,0.246561363,298.75709156626505,298.75709156626505,298.75709156626505,250.01853801169594,True
CCOC(=O)c1cc(C(=O)OCC)c2cc([N+](=O)[O-])ccc2n1,304.0,1,318.285,19,320.8004274943569,99.58222931252249,1,3.872,3.961,4.128,4.367,4.448,0.000351134,0.001106125,0.059779346,0.000311537,0.264637785,320.20711002066116,300.349304748062,313.0123529411765,278.7414410971223,False
CC(C)(C)c1cc(-c2c3cc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4ccc([N+](=O)[O-])cc4)c4nc(c(-c5ccc([N+](=O)[O-])cc5)c5ccc2[nH]5)C=C4)N=C3)cc(C(C)(C)C)c1,726.0,1,929.1779999999998,54,477.9849836807403,122.42356685259878,1,1.951,2.285,3.449,3.549,3.641,0.095241656,0.1536495,1.879635264,2.205840719,0.50156833,635.490481804203,635.490481804203,349.34965624119474,349.34965624119474,True
COc1ccc(C#Cc2ncc(-c3ccccc3)o2)cc1OC,330.0,1,305.3330000000001,21,346.9159998299592,110.07545638237004,1,3.912,4.793,4.978,5.163,5.172,1.641137298,0.014285956,0.014922742,0.294896652,7.9542e-05,316.93300869120657,316.93300869120657,316.93300869120657,316.93300869120657,True
C(=Cc1c2ccccc2cc2ccccc12)c1cnc2ccccc2c1,386.0,2,331.418,26,372.3128611088293,88.97052531427452,1,3.356,3.966,4.115,4.434,4.568,0.716016344,0.000302073,0.13886546,0.012832659,0.041552955,369.44038438617406,369.44038438617406,369.44038438617406,369.44038438617406,True
O=c1c2cc(F)c(N3CCOCC3)cc2sc2cc(N3CCOCC3)c(F)cc12,361.0,1,418.46500000000026,17,404.7944537958452,108.04460892496748,1,4.04,4.174,4.254,4.792,4.893,0.001453451,0.071290074,0.733923876,0.039086582,0.129868564,306.8915668316832,297.03927407762336,306.8915668316832,291.45320404325344,True
CC1=C(c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)SC2(C)C1=C1C(=C3c4ccccc4C(C)C32C)C(F)(F)C(F)(F)C1(F)F,589.0,1,722.7980000000003,35,411.0153466265653,132.46588883259582,1,2.657,3.902,4.363,4.397,4.461,0.869167513,1.091540284,0.399316165,0.001283591,0.258711645,466.6322657132104,466.6322657132104,317.7452409021015,317.7452409021015,True
O=C1C2=C3c4ccsc4C=CN3C(=O)C2=C2c3ccsc3C=CN12,575.0,2,348.408,24,467.5406141246618,106.2507301540434,1,2.871,3.321,3.658,4.117,4.447,0.662306019,2e-09,1e-09,0.384808511,2.64e-07,431.85020202020206,431.85020202020206,431.85020202020206,431.85020202020206,True
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(C)c5)ccc4o3)c(=O)oc2c1,440.0,1,467.5250000000002,30,379.71128834748566,129.9992930368042,1,3.547,4.525,4.759,4.938,5.085,1.639274516,0.054723838,0.111742606,0.002899218,0.043977699,349.54663941358893,349.54663941358893,349.54663941358893,349.54663941358893,True
CC(C)(C)c1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,392.0,6,402.4970000000001,27,340.1337768086724,97.83026416277184,1,3.638,3.87,4.642,4.777,4.847,1.278958997,0.047686465,0.433067125,0.115771463,0.085223528,340.8031693238043,340.8031693238043,340.8031693238043,340.8031693238043,True
COc1ccc(C=CC2=[O+][B-](F)(F)OC(C=Cc3ccc(OC)cc3)=C2c2cccc(OC)c2)cc1,504.0,1,490.3110000000002,30,443.53413106561106,112.66546899634834,1,3.236,4.16,4.345,4.76,4.779,2.249789214,0.042097581,0.070984495,0.035393712,0.019951512,383.14027503090233,383.14027503090233,383.14027503090233,383.14027503090233,True
CCC1=C(C2=C(C3=C(CC)S(=O)(=O)c4ccccc43)C(F)(F)C(F)(F)C2(F)F)c2ccccc2S1(=O)=O,310.0,1,560.5370000000001,18,460.9832410572333,108.32904587237492,1,4.127,4.424,4.85,4.905,4.911,0.069788126,0.011996744,0.243363549,0.022391101,0.015744041,300.4220814150715,300.4220814150715,300.4220814150715,255.6375113402062,True
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3cc4ccccc4cc23)cc1,493.0,1,380.49000000000007,30,421.66331658659254,78.412011123059,1,3.003,3.664,4.401,4.698,5.118,0.251397568,2.8659e-05,0.01175145,0.000110483,5.8951e-05,412.86777555777553,412.86777555777553,412.86777555777553,412.86777555777553,True
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,496.5833333333333,6,262.112,11,390.6815346460561,118.90989667408093,1,3.256,4.07,4.542,5.576,5.965,0.782011192,0.144783255,0.082185906,0.227595044,0.000735435,380.78683353808356,380.78683353808356,380.78683353808356,380.78683353808356,True
N#Cc1cccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c1,308.0,1,321.383,25,373.2231032001048,98.05449826894876,1,4.274,4.541,4.731,4.942,5.164,0.768558288,0.214761031,0.325180933,0.012828372,0.010903326,290.0893612540945,290.0893612540945,290.0893612540945,290.0893612540945,False
CN(C)c1cccc(C=Cc2ncc(-c3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)o2)c1,350.0,1,502.6140000000002,22,422.6848014575749,112.64062020022266,1,3.76,4.156,4.711,5.035,5.244,1.86102139,0.27186515,0.02686483,0.207498835,0.006971807,329.7451941489362,329.7451941489362,329.7451941489362,329.7451941489362,True
CCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC(C)(C)C)c(C)c1c2=O,395.8,5,342.39500000000015,17,406.4797834197433,127.56305470952309,1,3.627,3.822,4.558,4.81,4.851,0.726549066,0.000173616,0.023191016,0.000684565,0.202924842,341.83676040805074,341.83676040805074,341.83676040805074,341.83676040805074,True
CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,491.8333333333333,6,476.42400000000015,20,434.9712524186507,122.84697867448055,1,3.199,4.105,4.317,4.75,4.769,0.690789527,0.07425036,0.056768205,0.013866378,0.093864494,387.5717192872773,387.5717192872773,387.5717192872773,387.5717192872773,True
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,325.8888888888889,9,320.2660000000001,18,375.27559370812247,108.22554407975662,1,3.978,4.409,4.976,5.228,5.647,0.68395127,0.473471861,0.004622193,0.000130034,0.086199629,311.67469331322275,311.67469331322275,311.67469331322275,311.67469331322275,True
COC(=O)c1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C=Cc4c[nH]cn4)cc(C)c32)cc1,572.0,1,460.2930000000001,27,448.72852950387227,132.17797947275653,1,2.805,4.003,4.3,4.31,4.467,1.216612101,0.083249225,9.3014e-05,0.000513189,0.848875415,442.01138324420674,442.01138324420674,442.01138324420674,442.01138324420674,True
c1ccc2c(c1)Cc1ccccc1N2c1c2ccccc2c(N2c3ccccc3Cc3ccccc32)c2ccccc12,440.0,1,536.6780000000002,40,368.53316667882245,94.97848190876968,1,3.335,3.341,3.631,4.0,4.64,3.516e-06,5e-09,0.316315021,0.003920874,2.1161e-05,371.76669565217395,341.4601845221702,341.4601845221702,341.4601845221702,True
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,365.27777777777777,9,363.289,19,416.18124611090906,121.64391974539146,1,3.951,4.357,4.98,5.065,5.277,0.349300635,0.024243713,0.849492122,0.08073513,0.280197373,313.80458871171857,313.80458871171857,313.80458871171857,248.96424297188753,True
C(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,362.0,2,347.46100000000007,27,411.4846233121653,77.05828187610683,1,3.78,4.275,4.536,4.794,4.867,1.459747325,0.055693763,0.256797341,0.050183311,0.13204134,328.00051058201063,328.00051058201063,328.00051058201063,328.00051058201063,False
CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(C=Cc4cccs4)ccc2-3)C(CC)(CC)c2cc(C=Cc3cccs3)ccc2-1,382.0,1,727.095,38,474.2202511267662,106.72381157919558,1,3.609,3.786,4.16,4.597,4.643,2.59829883,0.953226783,0.013506148,0.040219771,0.016310425,343.5416819063453,343.5416819063453,343.5416819063453,343.5416819063453,True
C1=CB2C=Cc3ccccc3N2C=C1,310.0,2,179.03099999999998,13,455.5984034420438,106.43428460583164,1,4.454,4.618,5.469,5.66,5.746,0.012215319,0.017399093,0.898216284,0.325942761,0.492818692,278.3659474629547,278.3659474629547,278.3659474629547,226.703589321631,True
O=c1c2ccccc2nc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cn12,362.0,1,515.6160000000001,40,403.00452570092057,96.905108790392,1,3.843,3.881,4.153,4.314,4.573,0.242118224,1.320064933,0.612229829,0.021394453,0.264283578,322.62345303148584,322.62345303148584,319.46455295027056,319.46455295027056,True
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,350.2285714285714,7,455.64200000000017,21,389.2673396118721,106.51811002583744,1,4.056,4.302,4.391,4.573,4.989,0.599763339,0.020939324,0.000364149,0.000207084,0.018169785,305.68094921104534,305.68094921104534,305.68094921104534,305.68094921104534,True
N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,427.2,5,369.4050000000001,27,384.4021760112777,111.2241214261406,1,3.356,4.034,4.497,4.819,4.882,1.324482556,0.036037121,0.496967407,0.016470976,0.148192243,369.44038438617406,369.44038438617406,369.44038438617406,369.44038438617406,True
N#Cc1nc2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc3c2nc1C#N,442.0,1,610.6800000000001,48,393.062601332653,103.87534976242311,1,3.698,3.724,4.096,4.128,4.306,0.594736985,0.284409589,0.116958279,0.462966976,0.225674326,335.2736425094646,335.2736425094646,335.2736425094646,335.2736425094646,True
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1,459.0,1,622.797,47,410.04516463955986,83.97445858025795,1,3.03,3.92,4.215,4.317,4.324,1.102426921,0.023203101,0.801528133,0.000323012,0.042737863,409.1887557755776,409.1887557755776,409.1887557755776,409.1887557755776,False
O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2nc3ccccc3n2-c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,314.0,1,670.6890000000002,21,321.963594368744,95.700741357803,1,4.811,5.111,5.176,5.197,5.231,0.418741041,0.006454732,0.004070207,0.476016975,0.017830873,257.709817085845,257.709817085845,257.709817085845,238.5687762170483,True
CCOC(=O)c1c2c3c(cccc3c3cc4ccccc4cc13)N(C)C2=O,398.0,1,355.39300000000014,24,411.0607000124998,107.06655679577862,1,3.494,3.68,4.006,4.401,4.693,0.221588491,0.022140301,0.048928648,0.002728311,0.139959713,354.84886376645676,354.84886376645676,354.84886376645676,354.84886376645676,True
O=c1c2cc3[nH]c4c(S(=O)(=O)O)cc(S(=O)(=O)O)cc4c(=O)c3cc2[nH]c2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc12,517.0,1,632.5840000000004,24,453.8248850507909,100.56522513262844,1,3.418,3.765,3.8,4.067,4.202,0.183525189,0.000210657,2.0028e-05,0.003731401,0.79491606,362.7390081919251,362.7390081919251,362.7390081919251,295.05995478343647,True
Cc1ccc(-c2ccc(C=Cc3cccn3C)cn2)nc1,381.2,10,275.355,19,356.2224629582093,106.51487566952176,1,3.653,4.57,4.695,4.955,4.963,1.741698818,0.002889221,0.057773673,0.052887205,0.000500943,339.40375855461264,339.40375855461264,339.40375855461264,339.40375855461264,True
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,328.43888888888887,36,561.638,28,397.4449265585821,113.128690883352,1,4.29,4.384,4.798,5.063,5.136,0.684136491,0.739634708,0.477417671,0.081816996,0.015523107,289.0074428904429,289.0074428904429,289.0074428904429,282.8106592153284,True
CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C,445.0,1,717.1620000000001,18,360.8312182861685,99.40783080491585,1,3.173,3.626,3.822,4.37,4.514,0.59670981,0.008152294,0.157619532,4.983e-06,0.000742237,390.747535455405,390.747535455405,390.747535455405,390.747535455405,True
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,519.1807692307692,26,318.22,11,463.6963140122863,121.64255059238084,1,3.104,4.035,4.3,5.462,5.842,0.861410063,0.148245961,0.075572539,0.233495678,0.000466651,399.43361146907216,399.43361146907216,399.43361146907216,399.43361146907216,True
c1ccc(-c2c3c(nc4ccccc24)-c2cc4c(cc2CC3)-c2nc3ccccc3c(-c3ccccc3)c2CC4)cc1,376.0,1,536.6780000000003,38,433.6533258946191,98.4477713833524,1,3.936,4.328,4.419,4.437,4.478,1.367733055,0.000220636,0.022818261,0.00527414,0.097527264,315.0004903455285,315.0004903455285,315.0004903455285,315.0004903455285,True
CC(=O)c1ccn2c3c(c(-c4ccccc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,403.0,1,447.5350000000003,20,466.55227040607383,124.58764599789498,1,3.556,3.893,4.214,4.972,5.031,0.418583282,0.000275501,0.057104921,0.508960509,0.005713143,348.6619600674916,348.6619600674916,348.6619600674916,249.36482904263877,True
Cc1cc(C)c2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,388.0,1,242.238,16,414.60210864520457,106.32606695129272,1,3.807,3.836,4.347,4.574,5.365,0.002742931,0.147125253,0.132114679,2.4333e-05,0.000160098,325.67426582610983,323.2121819603754,323.2121819603754,323.2121819603754,False
CCC1=C(C)C2=C(c3ccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,526.0,6,632.6070000000001,37,467.2249898248757,128.27292155845967,1,3.081,3.652,3.947,3.996,4.226,0.776496621,0.405544439,0.097422627,0.001348487,0.087407184,402.4154268094775,402.4154268094775,402.4154268094775,402.4154268094775,True
O=c1oc2ccc3cccc4c(O)c(Cl)c(c1Cl)c2c34,457.8,1,305.116,18,380.6756344924967,102.8326941907228,1,3.323,4.11,4.237,4.887,4.95,0.542721257,0.0255981,0.036300071,0.020167024,5.3624e-05,373.1092175744809,373.1092175744809,373.1092175744809,373.1092175744809,False
CCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,428.0,3,897.1879999999996,48,389.9895901806383,118.3660375875468,1,3.073,3.599,3.679,4.001,4.216,1.624519741,0.002024541,0.375931726,0.482534149,0.895822945,403.46304262935246,403.46304262935246,403.46304262935246,403.46304262935246,True
F[B-]1(F)Oc2ccc(Br)cc2-c2c3c(c4c([n+]21)CCc1ccccc1-4)CCc1ccccc1-3,347.0,1,502.1670000000003,25,395.7347797781104,111.19735415748828,1,3.752,4.291,4.404,4.87,4.985,0.488612191,0.102085776,0.059539548,0.461738618,0.077468885,330.448275586354,330.448275586354,330.448275586354,330.448275586354,True
N#CC=Cc1ccc2ccc3cccc4ccc1c2c34,370.9,10,253.30399999999997,20,395.707120106062,97.30626805191248,1,3.615,3.842,4.638,4.797,4.972,0.946836378,0.122223275,0.063421633,0.012055107,0.511987663,342.97148824343014,342.97148824343014,342.97148824343014,342.97148824343014,False
C(=Cc1cccnc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,362.5,2,348.44900000000007,27,448.2893450838677,89.20504397052441,1,3.742,4.283,4.556,4.757,4.842,1.445202127,0.049862952,0.248481629,0.058329536,0.071970701,331.3313548904329,331.3313548904329,331.3313548904329,331.3313548904329,True
CC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccccc4C3(C)C)=C2[O-])sc2ccccc21,644.6666666666666,3,428.5570000000002,25,644.5703894355554,119.69255595329324,1,2.446,3.121,4.083,4.42,4.536,2.099908383,0.000698294,0.009569947,0.017110411,0.19319371,506.8854987735078,506.8854987735078,506.8854987735078,506.8854987735078,True
CCN1c2ccc(C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)cc2Sc2cc(C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)ccc21,525.0,1,615.2220000000003,35,466.54573790974166,119.93593350267864,1,3.329,3.952,4.122,4.317,4.407,0.886308072,1.104072212,0.514133112,0.281899427,0.047916434,372.436746770802,372.436746770802,313.7251847165992,313.7251847165992,True
C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)cc1,438.0,2,554.7860000000003,38,344.28132002198265,101.1297957242067,1,2.769,3.81,3.977,4.019,4.136,1.11201143,0.543638817,1.144428492,0.386382177,0.324636904,447.75801011195375,447.75801011195375,311.7530626100076,311.7530626100076,True
COc1ccc(OC)c(C(C)=O)c1,334.0,1,180.20299999999995,10,403.964923716432,87.33645178306887,1,4.07,4.333,5.51,6.369,6.508,0.000157336,0.147184281,0.133749265,0.613651209,0.000262831,304.6294668304668,286.13937918301406,304.6294668304668,194.66822578112735,False
CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)Oc5cc(C=Cc6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CCC4(C)C3CCC12C,400.7142857142857,7,696.9729999999998,22,408.57870554273086,140.67767709023488,1,3.511,3.903,4.39,4.494,4.541,1.655416911,0.059938795,0.013059039,0.019493936,0.033506183,353.1307120478496,353.1307120478496,353.1307120478496,353.1307120478496,True
CCCCn1c(-c2ccc(-c3nnc(-c4ccc5ccccc5c4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,340.0,1,546.6740000000002,38,344.7777921440775,114.46721188825492,1,3.979,4.345,4.506,4.644,4.846,2.132157478,0.010311642,0.153698211,0.190467628,0.005088325,311.59636340789143,311.59636340789143,311.59636340789143,311.59636340789143,True
CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,429.4,5,413.18,19,448.2960521958692,126.96072802490563,1,3.81,4.75,4.861,4.946,5.085,1.659260074,0.007668462,0.02335887,3.976e-05,0.015885947,325.4178293963255,325.4178293963255,325.4178293963255,325.4178293963255,True
Cc1ccc(C(=O)C=C2C(=O)Nc3ccccc32)cc1,335.75,12,263.296,19,470.5332358024459,103.2362755837561,1,2.903,3.412,3.99,4.446,4.749,8.546e-06,0.212593025,2.4277e-05,0.60694254,0.064562885,427.08988287977957,363.3768845252052,363.3768845252052,278.8668308591993,True
Cc1cc(C)c(C2=C3C=C(c4ccc(C(C)(C)C)cc4)C(c4ccc(C(C)(C)C)cc4)=[N+]3[B-](F)(F)n3c2cc(-c2ccc(C(C)(C)C)cc2)c3-c2ccc(C(C)(C)C)cc2)c(C)c1,600.2,5,838.9799999999998,41,422.8975548535339,131.8684548666991,1,2.627,3.903,3.963,3.983,4.365,1.186822061,0.091890807,0.00088437,0.137856465,0.52888351,471.96114579368106,471.96114579368106,471.96114579368106,471.96114579368106,True
OC1(c2ccc(-c3cccs3)s2)CCCC1,344.1666666666667,6,250.38799999999995,10,379.3340471829094,97.84096490357514,1,4.224,5.396,5.579,5.652,5.761,0.642179126,0.002607103,0.114022812,0.005322799,0.0137011,293.52318418560606,293.52318418560606,293.52318418560606,293.52318418560606,True
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,504.5,4,345.37800000000004,25,467.23684374038976,117.33540096983056,2,3.401,4.069,4.4864999999999995,4.6795,4.7125,0.9399610494999999,0.004991005,0.07038585050000001,0.087074343,0.06814082699999999,364.55216995001473,364.55216995001473,364.55216995001473,364.55216995001473,True
F[B-]1(F)n2cccc2C(c2c3ccccc3c(-c3ccccc3)c3ccccc23)=C2C=CC=[N+]21,506.0,6,444.2930000000001,31,420.16401301655713,131.48685667936527,1,2.942,3.289,3.676,4.003,4.172,1.521e-06,0.654721186,0.322089997,0.000363826,0.100782475,421.4282562882393,376.9662298570994,376.9662298570994,376.9662298570994,True
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,380.2,10,219.987,13,393.1596692515601,107.09097931383212,1,3.642,3.787,4.542,4.972,5.245,6.0995e-05,0.269198023,0.015919662,0.159100728,0.161277498,340.4288660076881,327.3942249801954,327.3942249801954,327.3942249801954,True
CCCCc1cc2c3c(c1)-c1ccccc1B(c1c(C)cc(C)cc1C)N3B(c1c(C)cc(C)cc1C)c1ccccc1-2,366.0,1,557.3990000000003,19,425.4212919038486,116.73642124357148,1,4.17,4.259,4.507,4.758,4.832,0.24456619,0.01714874,0.20103899,0.001140383,0.035022539,297.32420383693045,297.32420383693045,297.32420383693045,297.32420383693045,True
CCN(CC)c1ccc(C=NC2CCCCC2N=Cc2ccc(N(CC)CC)cc2O)c(O)c1,396.3333333333333,3,464.6540000000002,10,480.838463957273,106.81775991238383,1,4.335,4.517,4.729,4.771,4.939,1.535315358,0.041993795,0.001715341,0.3219254,0.228094324,286.0073656286044,286.0073656286044,286.0073656286044,286.0073656286044,True
CN(C)c1cccc2c1C(=O)c1ccccc1C2=O,491.5,6,251.28499999999997,17,457.9456318508296,89.41487234251105,1,3.215,3.519,3.637,4.294,4.592,0.11768131,0.084786306,0.006619943,0.006324344,0.029900921,385.64290202177295,385.64290202177295,385.64290202177295,385.64290202177295,False
C[n+]1ccc2c(ccc3c[n+](C)c4ccc5ccccc5c4c32)c1,470.0,1,310.4000000000001,22,397.5527908562663,109.93860611591587,1,2.884,3.417,3.853,4.059,4.406,0.152942367,0.035171409,0.029490948,0.372158866,0.102592842,429.9035818307906,429.9035818307906,429.9035818307906,305.4550209411185,True
CNc1ncc2nc(C(=O)OC)n(Cc3ccccc3)c2n1,345.0,4,297.318,13,307.0822163493587,114.17401820744774,1,4.356,4.58,5.073,5.189,5.422,0.553959555,0.001417122,0.00339012,0.058700506,0.001174866,284.6285422405877,284.6285422405877,284.6285422405877,284.6285422405877,True
CCOC(=O)c1c2c3c(ccc(F)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,380.0,1,453.6180000000002,20,429.8574296753594,123.23322723194728,1,3.606,3.936,4.42,4.474,4.88,0.146411961,0.008349528,0.179824576,0.021032488,0.250000741,343.82749029395455,343.82749029395455,343.82749029395455,254.06596926229508,True
COc1ccc(C(=O)NN2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1,370.3333333333333,6,366.4170000000001,10,371.93387513727,116.20696326137984,1,3.885,3.965,4.013,4.857,5.121,0.139378927,0.001530322,0.002699978,0.042982652,0.0049914,319.13563191763194,319.13563191763194,319.13563191763194,319.13563191763194,True
Cc1cccc(-c2c3ccccc3c(-c3cccc(C)n3)c3ccccc23)n1,393.0,1,360.46,26,377.1675906999948,89.62951246869578,1,3.714,4.008,5.019,5.084,5.18,0.293313626,2.228e-06,7e-09,0.021135225,1.8e-08,333.82927571351644,333.82927571351644,333.82927571351644,333.82927571351644,True
O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,392.0,3,266.252,20,438.6155586652162,81.18363273332817,2,3.5404999999999998,3.9505,4.518,4.7515,4.859,0.19639215100000001,0.0167191785,3.519e-05,0.006201481,0.0154565755,350.18837169891265,350.18837169891265,350.18837169891265,350.18837169891265,False
N#Cc1nn(-c2c(Cl)cccc2Cl)nc1N1CCCC1,317.0,1,308.1720000000002,14,415.2112344357044,107.59831518803374,1,4.665,5.113,5.423,5.826,5.954,0.249860441,0.008855568,0.044459373,0.062256924,0.008966061,265.7753333333333,265.7753333333333,265.7753333333333,265.7753333333333,True
Cc1ccc2nc3cc4ccccc4cc3c(-c3ccccc3)c2c1,400.0,1,319.40700000000004,24,376.55027443009305,90.1173131520414,1,3.094,3.7,3.985,4.335,4.856,0.182914459,0.060314353,0.00075702,0.011283524,0.00127341,400.7246056884293,400.7246056884293,400.7246056884293,400.7246056884293,True
O=Cc1ccc(Oc2ccc3c4c(cccc24)C(=O)N(CCO)C3=O)cc1,355.0,1,361.3530000000001,24,434.67636816363216,112.86432929000097,1,3.898,4.008,4.34,4.518,4.778,0.001790052,0.579018526,0.008673645,0.000485384,0.010498674,318.0713006670087,309.3417989021956,318.0713006670087,309.3417989021956,True
CC[N+]1=C(C=Cc2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,475.3333333333333,3,437.5670000000001,26,478.0187489892083,129.27817332713124,1,3.088,4.031,4.43,4.678,4.696,1.816932239,0.042448144,0.002195725,0.002648677,0.234444861,401.50321567357514,401.50321567357514,401.50321567357514,401.50321567357514,True
CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,419.6,10,333.3910000000001,21,461.0089461289469,106.724411625372,1,3.732,4.41,4.589,4.879,5.107,1.396261149,0.003403721,0.035027077,0.034142258,0.053388628,332.21916666666664,332.21916666666664,332.21916666666664,332.21916666666664,True
c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,309.0,1,710.9270000000002,38,451.70652542003137,99.6667673996644,1,4.012,4.014,4.322,4.333,4.624,6.8928e-05,0.004256836,1.685e-06,0.014856244,0.072229361,309.0333823529412,286.13937918301406,309.0333823529412,268.1319052768166,True
CC1(C)Cc2c(c3ccccc3c3nc4c(nc23)c2c(c3ccccc34)OC(C)(C)C2)O1,453.4382177142857,7,420.5120000000002,24,415.6996618442234,103.05142754882624,1,3.409,3.742,3.88,4.431,4.484,0.519208655,0.015055675,0.002573457,0.110453974,0.797971347,363.696664711059,363.696664711059,363.696664711059,276.50355263157894,True
